Romance of the Three Kingdoms III - Dragon of Destiny (U).smc	OK	57344	74.60	0.00	0	$c0:97ab	000b55	13218
Romance of the Three Kingdoms IV - Wall of Fire (U).smc	OK	20000	70.89	4.82	0	$c0:8980	00002d	14043
SD F-1 그랑프리 (SD F-1 Grand Prix).smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 G 넥스트 (SD Gundam G Next).smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 G 넥스트 - 데이터 팩 2.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 GX (SD Gundam GX).smc	UNRENDERED	0	100.00	0.00	0	$82:ebf5	3fc000	13236
SD 건담 X (Super Gachapon World - SD Gundam X).smc	OK	54704	0.00	1.20	0	$02:f0da	012140	9526
SD 건담 외전 - 기사 건담 이야기 - 위대한 유산 (SD Gundam Gaiden - Knight Gundam Monogatari - Ooinaru Isan).smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 외전 2 - 원탁의 기사 (SD Gundam Gaiden 2 - Entaku no Kishi).smc	OK	52283	0.00	6.12	0	$00:d718	002140	12871
SD 건담 제너레이션 A - 1년 전쟁기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 제너레이션 B - 그리프스 전기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 제너레이션 C - 액시스 전기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 제너레이션 D - 바빌로니아 건국 전기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 제너레이션 E - 잔스카르 전기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 제너레이션 F - 콜로니 카쿠 전기 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 건담 파워 포메이션 퍼즐 (SD Gundam - Power Formation Puzzle).smc	UNRENDERED	0	36.82	25.04	0	$83:8856	001fff	11968
SD 기동전사 건담 2 (SD Kidou Senshi Gundam 2).smc	OK	9618	13.68	0.46	0	$80:b2a4	00007f	13175
SD 기동전사 건담 V작전 시동 (SD Kidou Senshi Gundam - V Sakusen Shidou).smc	OK	1302	82.90	0.29	0	$00:996e	0000b9	15254
SD 더 그레이트 배틀 (SD The Great Battle - Aratanaru Chousen).smc	UNRENDERED	0	0.00	4.49	42594	$00:8173	002140	3533
SD 울트라 배틀 - 세븐 앤 울트라맨 + ST 바이오스.smc	OK	29784	70.43	4.95	0	$20:83ec	00007c	13953
SD 울트라 배틀 - 세븐 전설 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD 울트라 배틀 - 세븐 전설.smc	UNRENDERED	0	0.00	0.00	0	-	-	13990
SD 울트라 배틀 - 울트라맨 앤 세븐 + ST 바이오스.smc	OK	29756	70.95	4.91	0	$20:83ec	00007c	13964
SD 울트라 배틀 - 울트라맨 전설 + ST 바이오스.smc	BOOT_CRASH	-	-	-	-	-	-	
SD비룡의 권 (SD Hiryuu no Ken).smc	OK	37789	40.46	13.51	0	$80:86d4	0000e5	13771
SM 조교사 히토미 Vol 1 (SM Choukyoushi Hitomi Vol. 1).smc	OK	38887	98.83	0.00	0	$00:8c3a	00002d	13222
